,date,case_by_day,case_by_time,active_by_day,active_by_time,death_by_day,death_by_time,recovered_by_day,recovered_by_time
464,2021-07-13 00:00:00,110538,1414871.0,140676.0,1179453.0,0.0,5251.0,2576.0,370152.0
465,2021-10-10 00:00:00,108046,34099968.0,0.0,0.0,5625.0,1066050.0,0.0,386837.0
466,2021-02-18 00:00:00,774,99921.0,559.0,29741.0,0.0,1982.0,878.0,67836.0
467,2021-04-16 00:00:00,476,115149.0,405.0,7943.0,0.0,1982.0,1235.0,104272.0
468,2021-12-02 00:00:00,306516,44136987.0,0.0,0.0,6218.0,1251050.0,0.0,0.0
469,2021-09-12 00:00:00,480519,24814928.0,0.0,0.0,13541.0,804655.0,0.0,386837.0
470,2021-05-07 00:00:00,2151,129403.0,2171.0,17494.0,0.0,1982.0,0.0,107867.0
471,2021-08-01 00:00:00,335558,7234268.0,311275.0,5011839.0,0.0,69129.0,0.0,386837.0
472,2021-05-09 00:00:00,4557,137982.0,7635.0,27988.0,0.0,1982.0,0.0,109730.0
473,2021-08-07 00:00:00,301649,9128236.0,316429.0,5735268.0,0.0,158307.0,0.0,386837.0
474,2021-01-24 00:00:00,0,65464.0,0.0,0.0,0.0,1982.0,0.0,59921.0
475,2021-05-04 00:00:00,681,123223.0,551.0,11294.0,0.0,1982.0,0.0,107867.0
476,2022-04-25 00:00:00,319440,408831239.0,0.0,0.0,42.0,1680103.0,0.0,0.0
477,2022-01-23 00:00:00,577958,67644895.0,0.0,0.0,2765.0,1493870.0,0.0,0.0
478,2022-03-30 00:00:00,3368242,366362153.0,0.0,0.0,824.0,1667046.0,0.0,0.0
479,2021-07-23 00:00:00,1132855,3993940.0,88821.0,3116884.0,7059.0,19413.0,0.0,386837.0
480,2021-08-19 00:00:00,387189,13247835.0,129075.0,6924746.0,20302.0,383264.0,0.0,386837.0
481,2022-02-27 00:00:00,3634753,116823660.0,0.0,0.0,3294.0,1592103.0,0.0,0.0
482,2021-04-03 00:00:00,216,109628.0,415.0,6604.0,0.0,1982.0,0.0,100518.0
483,2021-05-26 00:00:00,14163,261570.0,6981.0,136481.0,45.0,2443.0,2456.0,119632.0
484,2021-07-24 00:00:00,398760,4392700.0,392374.0,3509209.0,0.0,19413.0,0.0,386837.0
